VERKOOPPUNT;LON;LAT;GEBIED;VKP_BEGIN;VKP_EIND;GEB_BEGIN;GEB_EIND;VKP_DOMEIN;GEB_DOMEIN;VKP_OMS;GEBR_DOEL_GEB
7831;4.671374;51.80969;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Adriaan van Bleijenburgstraat-Oost';BETAALDP
7831;4.666758;51.81107;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Beverwijcksplaats';BETAALDP
7831;4.658601;51.81037;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Van Strijsingen-Rozenhof';BETAALDP
7831;4.674539;51.80831;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Oranjepark Zuid-Oost';BETAALDP
7831;4.675367;51.81145;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Van Hoogstratensingel-Berckepad';BETAALDP
7831;4.66603;51.80816;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Burg. De Raadtsingel-Eureka';BETAALDP
7831;4.678448;51.80852;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Krommedijk-Louis Bothastraat';BETAALDP
7831;4.65897;51.80878;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Havenstraat-Oost';BETAALDP
7831;4.673522;51.81184;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Kasperspad-Herman Josinahof';BETAALDP
7831;4.657388;51.80916;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Havenstraat-West';BETAALDP
7831;4.664648;51.80829;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Burg. De Raadtsingel-Midden';BETAALDP
7831;4.672747;51.81319;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Kromhout-Warmoezierspad';BETAALDP
7831;4.662184;51.80848;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Spuiweg-Oost';BETAALDP
7831;4.672244;51.81021;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Waterbeekstraat';BETAALDP
7831;4.661738;51.81049;ZONE_3MV;01/01/2013;NULL;14/03/2013;NULL;505;505;'Papeterspad';BETAALDP
7832;4.673519;51.80712;RUN_Z3;01/01/2013;NULL;14/03/2013;NULL;505;505;'Transvaalstraat-Toulonselaan';BETAALDP
7835;4.663441;51.81137;RUN_Z3A;03/07/2017;NULL;03/07/2017;NULL;505;505;'Spuiweg-Noord';BETAALDP
7835;4.668284;51.80961;RUN_Z3A;03/07/2017;NULL;03/07/2017;NULL;505;505;'Johan de Wittstraat';BETAALDP
7835;4.662996;51.81012;RUN_Z3A;03/07/2017;NULL;03/07/2017;NULL;505;505;'Spuiweg Zuid';BETAALDP
7841;4.669773;51.81376;AGPP;01/01/2013;NULL;14/03/2013;NULL;505;505;'Kolfstraat';BETAALDP
7842;4.680476;51.79194;GEZ_PARK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Karel Lotsyweg';BETAALDP
7842;4.681904;51.7931;GEZ_PARK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Karel Lotsyweg';BETAALDP
7842;4.680263;51.79209;GEZ_PARK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Karel Lotsyweg';BETAALDP
7842;4.682134;51.79296;GEZ_PARK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Karel Lotsyweg';BETAALDP
7842;4.684023;51.79315;GEZ_PARK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Overkampweg';BETAALDP
7843;4.677674;51.79247;RIE_MAST;01/01/2013;NULL;14/03/2013;NULL;505;505;'Rie Mastenbroekweg';BETAALDP
7851;4.682576;51.81515;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7851;4.68319;51.81412;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7851;4.680237;51.81618;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7851;4.683197;51.81413;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7851;4.683745;51.81472;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7851;4.685347;51.81439;P_ENERGIE;01/01/2013;NULL;14/03/2013;NULL;505;505;'P. Energiehuis';BETAALDP
7871;4.65338;51.80886;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
7871;4.654015;51.80886;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
7871;4.653859;51.80861;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
7871;4.654526;51.80844;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
7871;4.653381;51.80887;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
7871;4.654694;51.80872;P_WEESK;01/01/2013;NULL;14/03/2013;NULL;505;505;'Weeskinderdijk';BETAALDP
21000;4.972357974;51.830868169;GEBIED-A1;02/09/2014;NULL;03/09/2014;NULL;512;512;'Benedenstad';BETAALDP
21001;4.979890464;51.830251036;GEBIED-A2;02/09/2014;NULL;03/09/2014;NULL;512;512;'Bovenstad';BETAALDP
21002;4.975331698;51.834573665;GEBIED-B1;02/09/2014;NULL;03/09/2014;NULL;512;512;'Paardenwater';BETAALDP
21003;4.970884024;51.826139702;GEBIED-B2;02/09/2014;NULL;03/09/2014;NULL;512;512;'Buiten de waterpoort';BETAALDP
21004;4.97641047;51.833231115;GEBIED-C;02/09/2014;NULL;03/09/2014;NULL;512;512;'Bagijnenwal';BETAALDP
21005;4.973843867;51.829674375;GEBIED-D;02/09/2014;NULL;03/09/2014;NULL;512;512;'Groenmarkt';BETAALDP
21006;4.965020086;51.832188331;GEBIED-E;02/09/2014;NULL;03/09/2014;NULL;512;512;'Stadhuisplein';BETAALDP
28001;4.707011479;52.008046012;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Drapiersteeg 26';BETAALDP
28001;4.712593477;52.012883158;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Wilhelminastraat 23';BETAALDP
28001;4.713259436;52.009731345;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Spieringstraat 67';BETAALDP
28001;4.704970171;52.012676686;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Regentesseplantsoen 57';BETAALDP
28001;4.71381395;52.00692729;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'IJsselkade';BETAALDP
28001;4.713528625;52.009116708;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Spieringstraat 107';BETAALDP
28001;4.705181432;52.011060902;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Hoge Gouwe 161';BETAALDP
28001;4.708532885;52.013788131;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Nieuwehaven 1';BETAALDP
28001;4.714148854;52.010702618;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Koepoort - in het midden van de straat';BETAALDP
28001;4.708246184;52.009537055;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Lage Gouwe';BETAALDP
28001;4.70648246;52.009192182;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Raam 69';BETAALDP
28001;4.710527289;52.007387354;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Bogen 4';BETAALDP
28001;4.707956522;52.014234001;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Herpstraat 3';BETAALDP
28001;4.708644436;52.013249164;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Slapperdel 20';BETAALDP
28001;4.713065555;52.007637934;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Westhaven 60';BETAALDP
28001;4.706695626;52.013644463;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Regentesseplantsoen 22';BETAALDP
28001;4.709905995;52.007763701;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Raam 139';BETAALDP
28001;4.703491666;52.009814389;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Vest 8';BETAALDP
28001;4.713960407;52.012867636;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Houtmansgracht 4';BETAALDP
28001;4.706301066;52.01273834;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Nieuwehaven 234';BETAALDP
28001;4.714836269;52.00850894;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Tuinstraat 57 - 63';BETAALDP
28001;4.705805007;52.01092924;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Lage Gouwe 178';BETAALDP
28001;4.713274525;52.013764646;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Houtmansgracht 18';BETAALDP
28001;4.709530563;52.008446995;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Keizerstraat 41';BETAALDP
28001;4.70817276;52.008453767;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Raam 105';BETAALDP
28001;4.707224849;52.013229319;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Nieuwehaven 164';BETAALDP
28001;4.714583752;52.010936986;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Geuzenstraat';BETAALDP
28001;4.712182001;52.008631972;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Westhaven 39';BETAALDP
28001;4.708641568;52.01027218;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Achter de Vismarkt 19';BETAALDP
28001;4.704725868;52.011878254;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Nieuwehaven 334';BETAALDP
28001;4.71124896;52.007171274;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Bogen 39';BETAALDP
28001;4.714180319;52.009943698;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Groeneweg 45';BETAALDP
28001;4.712389452;52.006891028;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Veerstal 22';BETAALDP
28001;4.708763341;52.012262508;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Turfmarkt 1';BETAALDP
28001;4.710019725;52.010133898;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Hoge Gouwe 1';BETAALDP
28001;4.706675628;52.010090946;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Hoge Gouwe 101';BETAALDP
28001;4.707806206;52.00753286;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Vest 67';BETAALDP
28001;4.711481036;52.00941636;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Westhaven 24';BETAALDP
28001;4.71430246;52.009441975;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Groeneweg 38';BETAALDP
28001;4.713193163;52.012453806;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Wilhelminastraat 1';BETAALDP
28001;4.707441614;52.011752111;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Turfmarkt 90';BETAALDP
28001;4.707250857;52.009717266;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Hoge Gouwe 85';BETAALDP
28001;4.711368576;52.009743857;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Oosthaven 12';BETAALDP
28001;4.707782944;52.008601737;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Raam 89';BETAALDP
28001;4.708253385;52.014453012;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Regentesseplantsoen 28';BETAALDP
28001;4.712669874;52.010511866;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Willem Vroesenplein 2 tm 19';BETAALDP
28001;4.713651131;52.00737685;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Oosthaven 72';BETAALDP
28001;4.712215794;52.008921065;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Oosthaven 34';BETAALDP
28001;4.709117666;52.011766866;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Naaierstraat 29';BETAALDP
28001;4.70462789;52.01047215;Sector_1;01/01/2015;NULL;09/07/2015;NULL;513;513;'Raam 3';BETAALDP
28002;4.715337386;52.01305019;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Karnemelksloot 5';BETAALDP
28002;4.719024855;52.013096868;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Zoutmansplein 6';BETAALDP
28002;4.712979855;52.015024149;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Boelekade 125';BETAALDP
28002;4.719363141;52.009843658;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Burgemeester Martenssingel';BETAALDP
28002;4.718362473;52.011416791;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Coornhertstraat - in het midden van de weg';BETAALDP
28002;4.704255558;52.014444485;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'van Swietenstraat 22';BETAALDP
28002;4.713444637;52.014161125;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Blekerssingel 60';BETAALDP
28002;4.708518668;52.016184905;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Vredebest 32';BETAALDP
28002;4.716328206;52.009485422;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Burgemeester Martensstraat 21';BETAALDP
28002;4.717292161;52.01336403;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'IJssellaan 1';BETAALDP
28002;4.706162936;52.016731294;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Stationsplein 5';BETAALDP
28002;4.718614111;52.008581274;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'IJssellaan 150';BETAALDP
28002;4.704476632;52.012913623;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Kattensingel 44';BETAALDP
28002;4.721233542;52.011786015;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Zoutmanstraat 42';BETAALDP
28002;4.708181857;52.015022344;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Kattensingel 76';BETAALDP
28002;4.715227312;52.016453055;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Noothoven van Goorstraat';BETAALDP
28002;4.715173285;52.014945136;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'eerste Hieronymus van Alphenstraat 5';BETAALDP
28002;4.706549004;52.015569909;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Crabethstraat 38';BETAALDP
28002;4.71790843;52.013713921;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'Samuel Munckerstraat 45';BETAALDP
28002;4.703321323;52.013651761;Sector_2;01/01/2015;NULL;09/07/2015;NULL;513;513;'van Strijenstraat';BETAALDP
28003;4.71034007;52.019755609;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Statensingel 62';BETAALDP
28003;4.712815433;52.01912786;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Jan van Beaumontstraat 17';BETAALDP
28003;4.709713329;52.020547694;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Statensingel 117';BETAALDP
28003;4.704752069;52.019350091;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Ronsseweg 551';BETAALDP
28003;4.707362061;52.019056465;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Ronsseweg 264 - 390';BETAALDP
28003;4.712871895;52.017176664;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'van Henegouwestraat 18';BETAALDP
28003;4.70317321;52.020509343;Sector_3;01/01/2015;NULL;09/07/2015;NULL;513;513;'Bleulandweg 1';BETAALDP
28004;4.716678957;52.011354806;Sector_4;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Klein Amerika';BETAALDP
28004;4.71661597;52.011349491;Sector_4;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Klein Amerika';BETAALDP
28004;4.71652443;52.010781392;Sector_4;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Klein Amerika';BETAALDP
28004;4.716975935;52.010629847;Sector_4;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Klein Amerika';BETAALDP
28005;4.711741164;52.016161172;Sector_5;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Schouwburgplein';BETAALDP
28005;4.712830802;52.016097038;Sector_5;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Schouwburgplein';BETAALDP
28005;4.713115388;52.015914392;Sector_5;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Schouwburgplein';BETAALDP
28005;4.711764938;52.016144666;Sector_5;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Schouwburgplein';BETAALDP
28006;4.711879963;52.017323863;Sector_6;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Vossenburchkade';BETAALDP
28006;4.710546163;52.017406133;Sector_6;01/01/2016;NULL;24/09/2015;NULL;513;513;'P-terrein Vossenburchkade';BETAALDP
1500;4.320008978;52.076778741;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'AMMUNITIEHAVEN 133 (3460)';BETAALDP
1500;4.322172366;52.078053501;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'AMMUNITIEHAVEN 561 (19)';BETAALDP
1501;4.321332556;52.076525762;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'NWE HAVEN 93 (33)';BETAALDP
1502;4.319283015;52.075497446;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'SPUI 238 (41)';BETAALDP
1503;4.32268896;52.076391535;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'UILEBOMEN 43 (42)';BETAALDP
1503;4.321699103;52.075813674;T01B;11/03/1994;NULL;01/12/2015;NULL;518;518;'UILEBOMEN 26 (2332)';BETAALDP
1504;4.320676909;52.080820597;T01B;30/06/1994;NULL;01/12/2015;NULL;518;518;'ZWARTEWEG 30 (2344)';BETAALDP
1504;4.323877913;52.078203484;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'ZWARTEWEG 69 (3125)';BETAALDP
1505;4.305255077;52.073594185;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'BROUWERSGRACHT 11 (57)';BETAALDP
1505;4.305865749;52.073142813;T01B;08/10/1992;NULL;01/12/2015;NULL;518;518;'BROUWERSGRACHT 24 (56)';BETAALDP
1506;4.31646846;52.07537005;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'AMSTERDAMSE VEERKADE 31 (59)';BETAALDP
1508;4.310987351;52.072492947;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'BOEKHORSTSTR 153 (63)';BETAALDP
1508;4.3090065;52.074520879;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'BOEKHORSTSTR 19 (61)';BETAALDP
1508;4.310012668;52.07352649;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'BOEKHORSTSTR 93 (62)';BETAALDP
1509;4.318047094;52.074492039;T01B;27/09/1993;NULL;01/12/2015;NULL;518;518;'BIERKADE 8 (64)';BETAALDP
1510;4.315965899;52.073550532;T01B;27/09/1993;NULL;01/12/2015;NULL;518;518;'DUNNE BIERKADE 12 (74)';BETAALDP
1511;4.30362155;52.071993819;T01C;04/12/1998;NULL;01/12/2015;NULL;518;518;'BUITENOM 19 (3141)';BETAALDP
1511;4.301098069;52.071155446;T01C;04/12/1998;NULL;01/12/2015;NULL;518;518;'BUITENOM 19 (5347)';BETAALDP
1512;4.311903476;52.075289132;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'GED BURGWAL 16 (135)';BETAALDP
1513;4.312711707;52.074011656;T01A;27/09/1993;NULL;01/12/2015;NULL;518;518;'PAVILJOENSGRACHT 37 (138)';BETAALDP
1513;4.311614748;52.074347291;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'PAVILJOENSGRACHT 7 (144)';BETAALDP
1514;4.314145496;52.07389969;T01A;11/12/2000;NULL;01/12/2015;NULL;518;518;'STILLE VEERKADE 28 (3490)';BETAALDP
1515;4.315849658;52.074210119;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'WAGENSTR 171 (150)';BETAALDP
1515;4.313971153;52.075178925;T01A;08/10/1992;NULL;01/12/2015;NULL;518;518;'WAGENSTR 86 (148)';BETAALDP
1516;4.306734208;52.072255583;T01B;27/09/1993;NULL;01/12/2015;NULL;518;518;'ZUIDWAL 91 (161)';BETAALDP
1516;4.310123973;52.071557734;T01B;27/09/1993;NULL;01/12/2015;NULL;518;518;'ZUIDWAL 52 (160)';BETAALDP
1516;4.312366183;52.072381355;T01B;27/09/1993;NULL;01/12/2015;NULL;518;518;'ZUIDWAL 20 (159)';BETAALDP
1519;4.30599941;52.077479381;T01A;09/10/1992;NULL;01/12/2015;NULL;518;518;'TORENSTR 64 (1892)';BETAALDP
1519;4.303550115;52.078895842;T01A;09/10/1992;NULL;01/12/2015;NULL;518;518;'TORENSTR 160 (241)';BETAALDP
1520;4.303343013;52.077128728;T01B;04/10/1993;NULL;01/12/2015;NULL;518;518;'VLEERSTR 45 (251)';BETAALDP
1521;4.304005197;52.076475862;T01B;09/10/1992;NULL;01/12/2015;NULL;518;518;'WESTEINDE 34 (263)';BETAALDP
1521;4.299205592;52.074722339;T01B;09/10/1992;NULL;01/12/2015;NULL;518;518;'WESTEINDE 609 (1832)';BETAALDP
1521;4.302694998;52.076044719;T01B;09/10/1992;NULL;01/12/2015;NULL;518;518;'WESTEINDE 125 (264)';BETAALDP
1522;4.311605892;52.086267644;T01A;09/10/1992;NULL;01/12/2015;NULL;518;518;'DENNEWEG 81 (293)';BETAALDP
1522;4.312545452;52.085111935;T01A;09/10/1992;NULL;01/12/2015;NULL;518;518;'DENNEWEG 19 (292)';BETAALDP
1523;4.311116177;52.081210505;T01A;25/02/2000;NULL;01/12/2015;NULL;518;518;'HOGE NIEUWSTR 9 (3422)';BETAALDP
1525;4.3139985;52.087142334;T01B;09/10/1992;NULL;01/12/2015;NULL;518;518;'KONINGINNEGRACHT 14 (319)';BETAALDP
1525;4.315264927;52.085599569;T01B;14/10/1993;NULL;01/12/2015;NULL;518;518;'KONINGINNEGRACHT 2 (2216)';BETAALDP
1528;4.314129122;52.082711728;T01A;09/10/1992;NULL;01/12/2015;NULL;518;518;'L VOORHOUT 92 (325)';BETAALDP
1529;4.306136661;52.083408547;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'AMALIASTR 10 (333)';BETAALDP
1530;4.317550539;52.080829012;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'BLEIJENBURG 7 (336)';BETAALDP
1531;4.317806861;52.081768089;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'CASUARIESTR 17 (337)';BETAALDP
1534;4.308643033;52.081143345;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'HEULSTR 20 (343)';BETAALDP
1536;4.307272956;52.076215829;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'J HENDRIKSTR 17 (345)';BETAALDP
1537;4.316752956;52.089587381;T10;20/10/1992;NULL;01/09/2015;NULL;518;518;'J V NASSAUSTR 88 (410)';BETAALDP
1537;4.316408534;52.090169408;T10;20/10/1992;NULL;01/09/2015;NULL;518;518;'J V NASSAUSTR 111 (346)';BETAALDP
1537;4.318086248;52.08832405;T10;02/05/2001;NULL;01/09/2015;NULL;518;518;'J V NASSAUSTR 41 (2112)';BETAALDP
1538;4.320784682;52.088486971;T10;20/10/1992;NULL;01/09/2015;NULL;518;518;'J ISRAELSLAAN 1 (347)';BETAALDP
1538;4.318494618;52.090575703;T10;05/10/2004;NULL;01/09/2015;NULL;518;518;'J ISRAELSLAAN 56 (3572)';BETAALDP
1539;4.319293434;52.091821983;T10;20/10/1992;NULL;01/09/2015;NULL;518;518;'J ISRAELSPLEIN 36 (412)';BETAALDP
1539;4.317537993;52.090698691;T10;20/10/1992;NULL;01/09/2015;NULL;518;518;'J ISRAELSPLEIN 7 (348)';BETAALDP
1541;4.314181852;52.089251425;T10;05/10/2004;NULL;01/09/2015;NULL;518;518;'N ZUILENSTEINSTR 11 (3669)';BETAALDP
1542;4.321057137;52.091356382;T10;09/09/1999;NULL;01/09/2015;NULL;518;518;'NEUHUYSKADE 139 (3277)';BETAALDP
1542;4.322206355;52.090096472;T10;09/09/1999;NULL;01/09/2015;NULL;518;518;'NEUHUYSKADE 17 (3279)';BETAALDP
1543;4.311271219;52.085173952;T01B;20/10/1992;NULL;01/12/2015;NULL;518;518;'NWE SCHOOLSTR 24 (358)';BETAALDP
1544;4.306004621;52.078229476;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'NOBELSTR 18 (359)';BETAALDP
1545;4.30511084;52.083054369;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'NOORDEINDE 158 (360)';BETAALDP
1545;4.306109889;52.081932119;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'NOORDEINDE 124 (361)';BETAALDP
1547;4.305892072;52.082306532;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'ORANJESTR 2 (364)';BETAALDP
1547;4.307331488;52.082997554;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'ORANJESTR 10 (363)';BETAALDP
1548;4.307612761;52.082143308;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PALEISSTR 5 (365)';BETAALDP
1549;4.308362933;52.082900935;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PARKSTR 65 (367)';BETAALDP
1549;4.307558156;52.083619071;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PARKSTR 93 (3487)';BETAALDP
1549;4.30746658;52.083560713;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PARKSTR 24 (366)';BETAALDP
1549;4.308128887;52.082866127;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PARKSTR 12 (2312)';BETAALDP
1550;4.298533707;52.081807515;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'P HEINSTR 82 (369)';BETAALDP
1550;4.300246314;52.082479099;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'P HEINSTR 18 (368)';BETAALDP
1550;4.297110013;52.081192017;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'P HEINSTR 110 (370)';BETAALDP
1551;4.293831535;52.082052111;T01;20/05/1996;NULL;31/08/2015;NULL;518;518;'PR HENDRIKSTR 30 (2654)';BETAALDP
1551;4.292819078;52.081727522;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'PR HENDRIKSTR 63 (374)';BETAALDP
1551;4.29122138;52.081037698;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'PR HENDRIKSTR 63 (371)';BETAALDP
1551;4.292927658;52.081670742;T01;20/10/1992;NULL;31/08/2015;NULL;518;518;'PR HENDRIKSTR 62 (373)';BETAALDP
1551;4.295639966;52.082817613;T01;20/05/1996;NULL;31/08/2015;NULL;518;518;'PR HENDRIKSTR 37 (2588)';BETAALDP
1552;4.302195594;52.081918469;T01A;20/10/1992;NULL;01/12/2015;NULL;518;518;'PRINSESSEWAL 50 (380)';BETAALDP
